Processing SITE: wnv5a0cscf0001c
Excel: Set 'ParameterName' = 'Warrenville 5 vCSCF-Core 1'
Excel: Started group cfx
Excel: Started group cfx/OfflineParameter
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/ConnTimeout' = '10000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/MinTlsVersion' = 'TLS1.2'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyPeer' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyRequirePeerCert' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyClientOnce' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/CipherList' = 'AES128-SHA:DES-CBC3-SHA:AES128-SHA256'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/TcpKeepAliveTimerValue' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/MaxChainedBuffer' = '3'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/IpDpSANValidationEnabled' = 'FALSE'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SANValidationAlarmRequired' = 'FALSE'
Excel: Ended group System.IpDpOffTPDcardinality0..N
Excel: Started group cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/DispatcherType' = 'ScscfIsc'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpAssociationMaxRetrans' = '6'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpPathMaxRetrans' = '5'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpHbInterval' = '3000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpRtoMin' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpRtoMax' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpRtoInitial' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpAcceptedIaTimer' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpConnectedIaTimer' = '200000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpSackTimeout' = '20'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/IaTimerPeriod' = '200000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/ConnTimeout' = '10000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/MinTlsVersion' = 'TLS1.2'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyPeer' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyRequirePeerCert' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyClientOnce' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/CipherList' = 'AES128-SHA:DES-CBC3-SHA:AES128-SHA256'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/TcpKeepAliveTimerValue' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/MaxChainedBuffer' = '3'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/IpDpSANValidationEnabled' = 'FALSE'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SANValidationAlarmRequired' = 'FALSE'
Excel: Ended group System.IpDpOffTPDcardinality0..N
Excel: Started group cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/DispatcherType' = 'ScscfMw'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpAssociationMaxRetrans' = '6'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpPathMaxRetrans' = '5'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpHbInterval' = '3000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpRtoMin' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpRtoMax' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpRtoInitial' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpAcceptedIaTimer' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpConnectedIaTimer' = '200000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SctpSackTimeout' = '20'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/IaTimerPeriod' = '200000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/ConnTimeout' = '10000'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/MinTlsVersion' = 'TLS1.2'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyPeer' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyRequirePeerCert' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SslVerifyClientOnce' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/CipherList' = 'AES128-SHA:DES-CBC3-SHA:AES128-SHA256'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/TcpKeepAliveTimerValue' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/MaxChainedBuffer' = '3'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/IpDpSANValidationEnabled' = 'FALSE'
Excel: Set 'cfx/OfflineParameter/System.IpDpOffTPDcardinality0..N/SANValidationAlarmRequired' = 'FALSE'
Excel: Ended group System.IpDpOffTPDcardinality0..N
Excel: Started group cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/DispatcherType' = 'Inm'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpAssociationMaxRetrans' = '6'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpPathMaxRetrans' = '5'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpHbInterval' = '30000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpRtoMin' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpRtoMax' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpRtoInitial' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpAcceptedIaTimer' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpConnectedIaTimer' = '200000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpSackTimeout' = '200'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/IaTimerPeriod' = '86400000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/ConnTimeout' = '10000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/MinTlsVersion' = 'TLS1.2'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SslVerifyPeer' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SslVerifyRequirePeerCert' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SslVerifyClientOnce' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/CipherList' = 'AES128-SHA:DES-CBC3-SHA:AES128-SHA256'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/TcpKeepAliveTimerValue' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/MaxChainedBuffer' = '3'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/IpDpSANValidationEnabled' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SANValidationAlarmRequired' = 'FALSE'
Excel: Ended group System.IpDpInmOffTPDcardinality0..N
Excel: Started group cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/DispatcherType' = 'Fph'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpAssociationMaxRetrans' = '6'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpPathMaxRetrans' = '5'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpHbInterval' = '30000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpRtoMin' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpRtoMax' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpRtoInitial' = '1000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpAcceptedIaTimer' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpConnectedIaTimer' = '200000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SctpSackTimeout' = '200'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/IaTimerPeriod' = '86400000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/ConnTimeout' = '10000'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/MinTlsVersion' = 'TLS1.2'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SslVerifyPeer' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SslVerifyRequirePeerCert' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SslVerifyClientOnce' = 'false'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/CipherList' = 'AES128-SHA:DES-CBC3-SHA:AES128-SHA256'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/TcpKeepAliveTimerValue' = '0'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/MaxChainedBuffer' = '3'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/IpDpSANValidationEnabled' = 'true'
Excel: Set 'cfx/OfflineParameter/System.IpDpInmOffTPDcardinality0..N/SANValidationAlarmRequired' = 'FALSE'
Excel: Ended group System.IpDpInmOffTPDcardinality0..N
Excel: Started group cfx/OfflineParameter/System.EnumCfgTablecardinality0..N
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/DestinationIPAddress' = '2001:1890:e00f:39aa::1'
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/Id' = '1'
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/Port' = '53'
Excel: Ended group System.EnumCfgTablecardinality0..N
Excel: Started group cfx/OfflineParameter/System.EnumCfgTablecardinality0..N
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/DestinationIPAddress' = 'n/a'
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/Id' = 'n/a'
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/Port' = 'n/a'
Excel: Ended group System.EnumCfgTablecardinality0..N
Excel: Started group cfx/OfflineParameter/System.EnumCfgTablecardinality0..N
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/DestinationIPAddress' = 'n/a'
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/Id' = 'n/a'
Excel: Set 'cfx/OfflineParameter/System.EnumCfgTablecardinality0..N/Port' = 'n/a'
Excel: Ended group System.EnumCfgTablecardinality0..N
Excel: Started group cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N
Excel: Set 'cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N/ApplicationId' = 'CX'
Excel: Set 'cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N/ProcessName' = 'IMS_DID01'
Excel: Set 'cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N/SourceAddressIPv6' = '2001:1890:e00f:3c00::4'
Excel: Ended group DPDApplicationMappingTablecardinality0..N
Excel: Started group cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N
Excel: Set 'cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N/ApplicationId' = 'RF'
Excel: Set 'cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N/ProcessName' = 'IMS_DID02'
Excel: Set 'cfx/OfflineParameter/DPDApplicationMappingTablecardinality0..N/SourceAddressIPv4' = '135.113.28.127'
Excel: Ended group DPDApplicationMappingTablecardinality0..N
Excel: Started group cfx/OfflineParameter/System.Connectivity.NMcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.Connectivity.NMcardinality0..N/ConnectivityName' = 'Mw'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.NMcardinality0..N/HostName' = 'scscf'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.NMcardinality0..N/GenericHostName' = 'scscf'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.NMcardinality0..N/DomainName' = 'uvp.itn.att.net'
Excel: Ended group System.Connectivity.NMcardinality0..N
Excel: Started group cfx/OfflineParameter/System.Connectivity.SCSCFcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.Connectivity.SCSCFcardinality0..N/ConnectivityName' = 'Mw'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.SCSCFcardinality0..N/HostName' = 'scscf-wnv5a0cscf0001c.wnv2il'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.SCSCFcardinality0..N/GenericHostName' = 'scscf'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.SCSCFcardinality0..N/DomainName' = 'uvp.itn.att.net'
Excel: Ended group System.Connectivity.SCSCFcardinality0..N
Excel: Started group cfx/OfflineParameter/System.Connectivity.ICSCFcardinality0..N
Excel: Set 'cfx/OfflineParameter/System.Connectivity.ICSCFcardinality0..N/ConnectivityName' = 'Mw'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.ICSCFcardinality0..N/HostName' = 'icscf-wnv5a0cscf0001c.wnv2il'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.ICSCFcardinality0..N/GenericHostName' = 'icscf'
Excel: Set 'cfx/OfflineParameter/System.Connectivity.ICSCFcardinality0..N/DomainName' = 'uvp.itn.att.net'
Excel: Ended group System.Connectivity.ICSCFcardinality0..N
Excel: Started group cfx/OfflineParameter/CUSTTICTABLEcardinality0..N
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Key' = 'cdr'
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Data' = 'cdr:: ::0::2000000::4000::2::1::1::0::IMS_COMMON_FTP_PUSH01::0::0'
Excel: Ended group CUSTTICTABLEcardinality0..N
Excel: Started group cfx/OfflineParameter/CUSTTICTABLEcardinality0..N
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Key' = 'acr'
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Data' = 'acr:: ::0::50000000::4000::4::1::1::0::::0::0'
Excel: Ended group CUSTTICTABLEcardinality0..N
Excel: Started group cfx/OfflineParameter/CUSTTICTABLEcardinality0..N
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Key' = 'lcr'
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Data' = 'lcr:: ::7000::50000000::4000::4::1::1::0::::0::0'
Excel: Ended group CUSTTICTABLEcardinality0..N
Excel: Started group cfx/OfflineParameter/CUSTTICTABLEcardinality0..N
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Key' = 'srv'
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Data' = 'srv:: ::0::50000000::1000::2::1::1::0::::0::0'
Excel: Ended group CUSTTICTABLEcardinality0..N
Excel: Started group cfx/OfflineParameter/CUSTTICTABLEcardinality0..N
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Key' = 'dcr'
Excel: Set 'cfx/OfflineParameter/CUSTTICTABLEcardinality0..N/Data' = 'dcr:: ::0::50000000::3000::3::1::1::0::::0::0'
Excel: Ended group CUSTTICTABLEcardinality0..N
Excel: Ended group OfflineParameter
Excel: Started group cfx/DeployParameter
Excel: Set 'cfx/DeployParameter/Registry' = 'harbor-harbor-core.ncms.svc/uspe-public/cscf/cfx-5000-product'
Excel: Set 'cfx/DeployParameter/Repository' = 'nokia/ims'
Excel: Set 'cfx/DeployParameter/Ztsnamespace' = 'wnv5a0cscf0001c-ns'
Excel: Set 'cfx/DeployParameter/Cfxnamespace' = 'wnv5a0cscf0001c-ns'
Excel: Set 'cfx/DeployParameter/Vnfname' = 'wnv5a0cscf0001c'
Excel: Set 'cfx/DeployParameter/MultusEnabled' = 'true'
Excel: Set 'cfx/DeployParameter/MultusExternal' = 'False'
Excel: Set 'cfx/DeployParameter/MultusCniType' = 'ipvlan'
Excel: Set 'cfx/DeployParameter/StorageClass' = 'csi-cephfs'
Excel: Set 'cfx/DeployParameter/StorageClassRwo' = 'csi-cephrbd'
Excel: Set 'cfx/DeployParameter/Username' = 'n/a'
Excel: Set 'cfx/DeployParameter/OnlineCMXml' = 'n/a'
Excel: Set 'cfx/DeployParameter/Ztsenvoylbfqdn' = 'ztslenvoylbservice.wnv5a0cscf0001c-ns.svc.cluster.local'
Excel: Set 'cfx/DeployParameter/Awsplatform' = 'false'
Excel: Set 'cfx/DeployParameter/Openshiftplatform' = 'false'
Excel: Set 'cfx/DeployParameter/SccName' = 'n/a'
Excel: Set 'cfx/DeployParameter/MaxUnavailable' = '50%'
Excel: Set 'cfx/DeployParameter/MaxSurge' = '0'
Excel: Set 'cfx/DeployParameter/MtusizePodinterface' = '1450'
Excel: Set 'cfx/DeployParameter/SecureRegistry' = 'no'
Excel: Set 'cfx/DeployParameter/CICDEnabled' = 'true'
Excel: Set 'cfx/DeployParameter/EnterpriseVoiceCore' = 'false'
Excel: Set 'cfx/DeployParameter/DomainName' = 'svc.cluster.local'
Excel: Set 'cfx/DeployParameter/ZtsLcmUsername' = 'n/a'
Excel: Set 'cfx/DeployParameter/ZtsLcmPassword' = 'n/a'
Excel: Set 'cfx/DeployParameter/ZtsClusterName' = 'wnv5a0cscf0001c'
Excel: Set 'cfx/DeployParameter/AIFEnabled' = 'true'
Excel: Set 'cfx/DeployParameter/NetactPlmn' = 'PLMN-IMS'
Excel: Set 'cfx/DeployParameter/NetactMrname' = 'MRC-MRC/MR-CFX'
Excel: Set 'cfx/DeployParameter/SSProvision' = 'disable'
Excel: Set 'cfx/DeployParameter/SSFile' = 'n/a'
Excel: Set 'cfx/DeployParameter/NBIIntegration' = 'enable'
Excel: Set 'cfx/DeployParameter/ztselasticsearchurl' = 'ztslenvoylbservice.wnv5a0cscf0001c-ns.svc.cluster.local:9093'
Excel: Set 'cfx/DeployParameter/TrafficFileName' = 'AT&T_USA_R2002_2010_TPD_Core-CSCFv1.5.xls'
Excel: Set 'cfx/DeployParameter/RegistryPassword' = 'n/a'
Excel: Set 'cfx/DeployParameter/CompactCnf' = 'false'
Excel: Set 'cfx/DeployParameter/EnableExtraMemoryForScscf' = 'false'
Excel: Set 'cfx/DeployParameter/LcrMode' = 'active'
Excel: Set 'cfx/DeployParameter/LcrAppDiskSize' = '1.5Ti'
Excel: Set 'cfx/DeployParameter/LcrMariadbDiskSize' = '1Ti'
Excel: Set 'cfx/DeployParameter/LcrMariadbTmpDir' = '200Gi'
Excel: Set 'cfx/DeployParameter/LcrMariadbBackupDiskSize' = '200Gi'
Excel: Set 'cfx/DeployParameter/LcrBackupDiskSize' = '2Ti'
Excel: Set 'cfx/DeployParameter/LcrEnableSecondLevelWeight' = 'True'
Excel: Set 'cfx/DeployParameter/LcrEnableTypeOfNetwork' = 'True'
Excel: Set 'cfx/DeployParameter/LcrZtsFileTransferUser' = 'n/a'
Excel: Set 'cfx/DeployParameter/LcrZtsSFTPFilePath' = 'n/a'
Excel: Set 'cfx/DeployParameter/LcrHostFqdn' = 'n/a'
Excel: Set 'cfx/DeployParameter/PartnerLcrEnabled' = 'False'
Excel: Set 'cfx/DeployParameter/PartnerLcrHostFqdn' = 'n/a'
Excel: Set 'cfx/DeployParameter/PartnerLcrIp' = 'n/a'
Excel: Set 'cfx/DeployParameter/LcrGatewayIp' = 'n/a'
Excel: Set 'cfx/DeployParameter/LcrV6GatewayIp' = 'n/a'
Excel: Set 'cfx/DeployParameter/PartnerZtsenvoylbfqdn' = 'n/a'
Excel: Set 'cfx/DeployParameter/PartnerZtsFileTransferUser' = 'n/a'
Excel: Set 'cfx/DeployParameter/PartnerZtsSFTPFilePath' = 'n/a'
Excel: Set 'cfx/DeployParameter/LcrPartnerVnfname' = 'n/a'
Excel: Set 'cfx/DeployParameter/CrdbEnabled' = 'true'
Excel: Set 'cfx/DeployParameter/CrdbPodCount' = '5'
Excel: Set 'cfx/DeployParameter/CrdbDatabasePort' = '10001'
Excel: Set 'cfx/DeployParameter/EvictionPolicy' = 'noeviction'
Excel: Set 'cfx/DeployParameter/ProxyPolicy' = 'all-master-shards'
Excel: Set 'cfx/DeployParameter/ShardsPlacement' = 'sparse'
Excel: Set 'cfx/DeployParameter/CrdbDatabaseName' = 'crdb'
Excel: Set 'cfx/DeployParameter/CrdbDatabaseMemory' = '134217728000'
Excel: Set 'cfx/DeployParameter/CrdbDatabaseHeadlessName' = 'n/a'
Excel: Set 'cfx/DeployParameter/TimeZone' = 'UTC'
Excel: Set 'cfx/DeployParameter/CnsbaCrdbEnabled' = 'false'
Excel: Set 'cfx/DeployParameter/CncsEnabled' = 'false'
Excel: Set 'cfx/DeployParameter/CncsUMProvision' = 'disable'
Excel: Set 'cfx/DeployParameter/CncsUMAdminPassword' = 'n/a'
Excel: Set 'cfx/DeployParameter/TraSvcNameTas' = 'tas-tra'
Excel: Set 'cfx/DeployParameter/TraSvcPortTas' = '5083'
Excel: Set 'cfx/DeployParameter/TraSvcNameSbc' = 'camc'
Excel: Set 'cfx/DeployParameter/TraSvcPortSbc' = '15810'
Excel: Set 'cfx/DeployParameter/ExternalCaEnabled' = 'false'
Excel: Set 'cfx/DeployParameter/TenantNamespace' = 'true'
Excel: Set 'cfx/DeployParameter/AdminSSHEnable' = 'True'
Excel: Set 'cfx/DeployParameter/PodAntiAffinity' = 'Hard'
Excel: Set 'cfx/DeployParameter/cfxredisdbtype' = 'redis-enterprise'
Excel: Set 'cfx/DeployParameter/RedisIOServerCount' = '6'
Excel: Set 'cfx/DeployParameter/InternalLANIpType' = 'ipv4'
Excel: Set 'cfx/DeployParameter/RedisIOAffinity' = 'hard'
Excel: Set 'cfx/DeployParameter/SecureInterPodComn' = 'false'
Excel: Set 'cfx/DeployParameter/RelativePathNetconf' = '##TARGET_NEAR_UPLOAD_PATH##/CONFIGURATION/cfx-5000_netconf.xml'
Excel: Set 'cfx/DeployParameter/RelativePathSecret' = '##TARGET_NEAR_UPLOAD_PATH##/CONFIGURATION/ss.tar'
Excel: Set 'cfx/DeployParameter/ProvisionSecretName' = 'n/a'
Excel: Set 'cfx/DeployParameter/SecureProvisionEnabled' = 'False'
Excel: Set 'cfx/DeployParameter/NetworkPolicy' = 'false'
Excel: Set 'cfx/DeployParameter/Podsecpolicy' = 'psp'
Excel: Set 'cfx/DeployParameter/IntegratedZTS' = 'true'
Excel: Set 'cfx/DeployParameter/ZoneTopology' = 'topology.kubernetes.io/zone'
Excel: Set 'cfx/DeployParameter/CrdbMaxSkew' = '1'
Excel: Set 'cfx/DeployParameter/NodeTopology' = 'n/a'
Excel: Set 'cfx/DeployParameter/ns_uuid' = 'n/a'
Excel: Set 'cfx/DeployParameter/cnf_uuid' = 'n/a'
Excel: Set 'cfx/DeployParameter/customizedNcp' = 'false'
Excel: Set 'cfx/DeployParameter/schedulerName' = 'n/a'
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'oamlanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'oamlanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'sigcorelanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'sigcorelanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/cidr' = '2001:1890:e00f:3c00::0/64'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/startIpAddress' = '2001:1890:e00f:3c00::4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/EndIpAddress' = '2001:1890:e00f:3c00::10'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/hostinterface' = 'vlan300'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/interface' = 'eth2'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'enumlanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'enumlanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
